id,tanggal,barang
1058,2024-03-29,Indomilk
1061,2024-03-29,Tipe x
1062,2024-03-29,Milky
1064,2024-03-29,Gula (2kg)
1072,2024-03-29,Tipe x
1075,2024-03-29,Beras SB
1075,2024-03-29,Mamy Poko
1078,2024-03-29,Promag
1083,2024-03-29,Pocari(kecil)
1084,2024-03-29,A1-12
1085,2024-03-29,Koyo
1086,2024-03-29,Mixagrip
1091,2024-03-29,Telur(1/2kg)
1092,2024-03-29,Lada
1093,2024-03-29,Telur(1kg)
1094,2024-03-29,Top Coffe +
1096,2024-03-29,Ultramilk
1096,2024-03-29,Leminerale
1097,2024-03-29,Mixagrip
1100,2024-03-29,Clevo
1104,2024-03-29,SGM+
1106,2024-03-29,Clevo
1111,2024-03-29,Kecap bango
1112,2024-03-29,Stela Jeruk (kaleng)
1113,2024-03-29,Telur(1kg)
1118,2024-03-29,Koyo
1121,2024-03-29,Mixagrip
1127,2024-03-29,Sabun zwitsal
1134,2024-03-29,White Coffe (botol)
1136,2024-03-29,A1-12
1136,2024-03-29,Minyak Fortune
1139,2024-03-29,Mixagrip
1144,2024-03-29,Mamy Poko
1145,2024-03-29,Clevo
1146,2024-03-29,Oreo
1152,2024-03-29,Tipe x
1156,2024-03-29,Promag
1161,2024-03-29,Pocari Sweat
1163,2024-03-29,GoodDay(saset)
1164,2024-03-29,White Coffe (botol)
1166,2024-03-29,Masako
1168,2024-03-29,A1-16
1171,2024-03-29,Aoka
1172,2024-03-29,A1-16
1175,2024-03-29,Lada
1176,2024-03-29,3sapi
1178,2024-03-30,Teh Gelas
1179,2024-03-30,A1-12
1180,2024-03-30,Freshcare
1183,2024-03-30,PG.Pepsodent
1186,2024-03-30,Clevo
1187,2024-03-30,GoodDay(saset)
1187,2024-03-30,Telur(1/2kg)
1189,2024-03-30,Shampo Lifebuoy
1198,2024-03-30,Freshcare
1201,2024-03-30,Sajiku
1203,2024-03-30,Golda
1206,2024-03-30,Clevo
1208,2024-03-30,Stela Jeruk (kaleng)
1209,2024-03-30,Freshcare
1210,2024-03-30,Koyo
1211,2024-03-30,Pocari(kecil)
1211,2024-03-30,Yakult
1212,2024-03-30,A1-16
1215,2024-03-30,Koyo
1220,2024-03-30,Cimory(botol)
1221,2024-03-30,Clevo
1222,2024-03-30,Marlboro
1228,2024-03-30,Indomilk
1230,2024-03-30,Beras SB
1233,2024-03-30,PG.Pepsodent
1236,2024-03-30,3sapi
1238,2024-03-30,Surya
1240,2024-03-30,Pocari(kecil)
1242,2024-03-30,Minyak Kayu Putih
1242,2024-03-30,Milky
1243,2024-03-30,Pocari(kecil)
1247,2024-03-30,Surya
1250,2024-03-30,Teh Gelas
1254,2024-03-30,Saos Indofood
1255,2024-03-30,Telur(1/2kg)
1255,2024-03-30,PG.Pepsodent
1257,2024-03-30,Top Coffe +
1260,2024-03-30,Masako
1261,2024-03-30,A1-12
1266,2024-03-30,Bolpoin
1267,2024-03-30,Shampo Lifebuoy
1269,2024-03-30,HIT
1269,2024-03-30,3sapi
1270,2024-03-30,Minyak Kayu Putih
1271,2024-03-30,A1-16
1271,2024-03-30,HIT
1273,2024-03-30,Masako
1274,2024-03-31,Pocari(kecil)
1278,2024-03-31,Minyak Fortune
1278,2024-03-31,Milky
1278,2024-03-31,Marlboro
